PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;COD-BARRIO;COD-DISTRITO;TELEFONO;FAX;EMAIL;TIPO
53998;Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Jacinto Verdaguer;;;Estudios:  Grado en Ciencia Política y de la Administración. Grado en Criminología. Grado en Educación Social. Grado en Pedagogía. Grado en Psicología. Grado en Sociología. Idiomas CUID. Inglés. Curso de acceso a la Universidad. UNED Senior.;Metro: Aviación Española (línea 10).  Bus: 17, 39.  Cercanías Renfe: Las Águilas (línea C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9892c798651c010VgnVCM2000000c205a0aRCRD;FUENTE DE LIMA;CALLE;V;22;;;;;MADRID;MADRID;28024;7;LAS AGUILAS;10;LATINA;433584;4470532;4.038.272.436.710.470;-3.782.454.044.817.050;917 106 155;;info.jverdaguer@madrid.uned.es;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6177184;Universidad Nacional de Educación a Distancia (UNED). Centro Asociado Madrid - Las Tablas;;;Estudios:   Grado en Física. Grado en Química. Grado en Matemáticas. Grado en Ciencias Ambientales. Grado en Ingeniería Eléctrica. Grado en Ingeniería Electrónica Industrial y Automática. Grado en Ingeniería Mecánica. Grado en Ingeniería en Tecnologías Industriales. Grado en Ingeniería Informática. Grado en Ingeniería en Tecnologías de la Información. Grado en Administración y Dirección de Empresas. Grado en Economía. Grado en Turismo. Curso de Acceso. Idiomas CUID. Inglés. UNED Senior.;Metro: Las Tablas (línea 10), Palas de Rey (línea ML1).  Bus: T61, 175, 176.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8e4a30c0c582310VgnVCM1000000b205a0aRCRD;SANTO DOMINGO DE LA CALZADA;AVENIDA;V;9;;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;443582;4484002;405.048.148.552.007;-36.658.711.721.100.400;913 074 730 / 913 074 733;;info.lastablas@madrid.uned.es;/contenido/entidadesYorganismos/Universidades/Facultades; ;
7599405;Universidad Nacional de Educación a Distancia (UNED). Centro Universitario de Idiomas a Distancia (CUID);Secretaría del CUID.;;;Metro: Palas de Rey (línea ML1), Las Tablas (línea 10).  Bus: T61, 175, 176.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67161ebc40c87410VgnVCM1000000b205a0aRCRD;SANTO DOMINGO DE LA CALZADA;AVENIDA;V;9;segunda;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;443582;4484002;40.504.821.065.488;-36.658.596.724.706.100;914 203 912;;info.cuid@madrid.uned.es;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6424;Universidad Politécnica de Madrid. Escuela Técnica Superior de Arquitectura;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 6 y 3)  Bus: 46, 160, 161, U;Estudios de Grado    Grado en Fundamentos de la Arquitectura Grado en Diseño de Interiores   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9ac578b9671c010VgnVCM1000000b205a0aRCRD;JUAN DE HERRERA;AVENIDA;V;4;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437947;4476747;4.043.905.709.683.510;-37.316.634.010.765.300;913 366 501 / 913 366 507;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6381;Universidad Politécnica de Madrid. Escuela Técnica Superior de Edificación;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 6 y 3)  Bus: 46, 161, U, G, 133;Estudios de Grado   Doble grado en Edificación y Administración y Dirección de Empresas Grado en Edificación Grado Inmobiliario   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f05d578b9671c010VgnVCM1000000b205a0aRCRD;JUAN DE HERRERA;AVENIDA;V;6;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437921;4476715;4.043.875.780.503.790;-3.731.978.507.643.710;910 675 234;;comunicacion.edificacion@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6418;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio;;;;Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)  Bus: 46, 82, 83, 132, 133, 160, 161, 162, 865, G, U;Estudios de Grado   Grado en Ingeniería Aeroespacial Grado en Gestión y Operaciones del Transporte Aéreo    Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7cbc578b9671c010VgnVCM1000000b205a0aRCRD;CARDENAL CISNEROS;PLAZA;V;3;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438543;4476956;404.409.841.121.871;-3.724.656.751.216.630;910 675 534 / 910 675 572;;info.aeroespacial@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6419;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas;;;;Metro: Ciudad Universitaria (línea 6)  Bus: 82, 83, 132, 133, 162, G, I, U, 601, 621, 622, 623, 624, 625, 627, 628, 629, 641, 651, 651A, 652, 653, 654, 656, 656A, 657, 658;Estudios de Grado   Grado en Ingeniería Alimentaria Grado en Ingeniería Agroambiental Grado en Biotecnología Grado en Ciencias Agrarias y Bioeconomía Grado en Ingeniería Agrícola   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fcc578b9671c010VgnVCM1000000b205a0aRCRD;PUERTA DE HIERRO;AVENIDA;V;2;;;;-4;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438252;4476949;40.440.899.945.359.300;-3.728.076.234.171.520;910 670 742 (Agrónomos) / 910 670 743 (Agrícolas);;comunicacion.etsiaab@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6376;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería Civil;;;;Metro: Atocha Renfe (línea 1)  Bus: 10, 14, 19, 24, 26, 32, 37, 54, 57, 59, 68, 69, 85, 86, 102, 140, 141  Renfe: Atocha  Bicimad: Estación 69 (Avenida Alfonso XII, 54);Titulaciones de grado   Grado en Ingeniería Civil   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b9d578b9671c010VgnVCM1000000b205a0aRCRD;ALFONSO XII;CALLE;V;3;;;;y 5;MADRID;MADRID;28014;5;LOS JERONIMOS;3;RETIRO;441586;4473438;4.040.950.251.823.440;-3.688.466.890.966.940;910 674 534;;comunicacion.ingenieriacivil@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6422;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural;;;;Metro: Vicente Aleixandre (Metropolitano) (línea 6), Ciudad Universitaria (línea 6)  Bus: 82, 132, F, G;Estudios de Grado   Grado en Ingeniería Forestal Grado en Ingeniería de Tecnologías Ambientales Grado en Ingeniería del Medio Natural   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b60d578b9671c010VgnVCM1000000b205a0aRCRD;JOSE ANTONIO NOVAIS;CALLE;V;10;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438562;4477788;40.448.485.414.321.800;-3.724.507.841.206.360;Montes: 910 671 510 / Forestales: 910 671 509;;comunicacion.montes@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6379;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería de Sistemas Informáticos;;;;Metro: Sierra de Guadalupe (línea 1)  Bus: 54, 58, 63, 103, 142, 143, 54  Renfe: Vallecas;Estudios de grado    Grado en Ciencia de Datos e Inteligencia Artificial Grado en Ingeniería de Computadores Grado en Ingeniería del Software Grado en Sistemas de Información Grado en Tecnologías para la Sociedad de la Información Doble Grado en Ingeniería de Computadores y en Tecnologías para la Sociedad de la Información Doble Grado en Ingeniería del Software y en Tecnologías para la Sociedad de la Información   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=836d578b9671c010VgnVCM1000000b205a0aRCRD;ALANG TURING;AUTOVIA;T;0;;;;;MADRID;MADRID;28030;5;FONTARRON;14;MORATALAZ;444288;4473008;4.040.582.313.350.450;-36.565.743.766.748.800;910 673 534 / 910 673 524;;negociado.alumnos.etsisi@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6387;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería y Diseño Industrial;;;;Metro: Embajadores (línea 3, 5)  Bus: 27, 34, 36, 41, 60, 116, 118, 119, 148, C1, C2, E1, M1  Renfe: Embajadores  (C5)  Bicimad: Estación 48 (Glorieta Embajadores, 2), estación 49 (Ronda de Atocha, 34);Estudios de grado   Grado en Ingeniería Eléctrica Grado en Ingeniería Electrónica Industrial y Automática Grado en Ingeniería Mecánica Grado en Ingeniería Química Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto Doble Grado en Ingeniería en Diseño Industrial y en Ingeniería Mecánica Doble Grado en Ingeniería Eléctrica y en Ingeniería Electrónica   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2dd578b9671c010VgnVCM1000000b205a0aRCRD;VALENCIA;RONDA;V;3;;;;;MADRID;MADRID;28012;6;PALOS DE MOGUER;2;ARGANZUELA;440552;4472992;4.040.541.152.859.580;-37.006.108.767.868.300;910 677 400;;secretaria.etsidi@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6417;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación;;;;Metro: Sierra de Guadalupe (línea 1)  Bus: E, 63, 145, 54, 58, 130, 103, 142, 143, T31, 312, 312A, 313, 331, 332, 333, 334, 336, 337, 339, 341  Renfe: Vallecas (C1, C2, C7A);Estudios de grado   Grado en Ingeniería Electrónica de Comunicaciones Grado en Ingeniería de Sistemas de Telecomunicación Grado en Ingeniería de Sonido e Imagen Grado en Ingeniería Telemática Grado en Ingeniería y Sistemas de Datos Doble Grado en Ingeniería Electrónica de Comunicaciones y en Ingeniería Telemática   Titulaciones de posgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db2d578b9671c010VgnVCM1000000b205a0aRCRD;NIKOLA TESLA;AUTOVIA;T;0;;;;;MADRID;MADRID;28030;5;FONTARRON;14;MORATALAZ;444288;4473008;4.040.582.313.350.450;-36.565.743.766.748.800;910 673 200;;info@etsist.upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6420;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos;;;;Metro: Ciudad Universitaria (línea 6)  Bus: F, G;Estudios de Grado   Grado en Ingeniería Civil y Territorial Doble grado en Ingeniería civil y Territorial y Administración y Dirección de Empresas Grado en Ingeniería de Materiales Grado en Ingeniería Civil   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91ec578b9671c010VgnVCM1000000b205a0aRCRD;PROFESOR ARANGUREN;CALLE;V;3;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437903;4478029;4.044.872.058.026.010;-37.335.842.412.329.600;910 674 024;;secretaria.caminos@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6421;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros de Minas y Energía;;;;Metro: Ríos Rosas (línea 1)  Bus: 3, 12, 45  Bicimad: Estación130 (calle Santa Engracia, 127);Estudios de grado   Grado en Ingeniería en Tecnología Minera Grado en Ingeniería Geológica Grado en Ingeniería de los Recursos Energéticos, Combustibles y Explosivos Grado en Ingeniería de la Energía   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24fc578b9671c010VgnVCM1000000b205a0aRCRD;RIOS ROSAS;CALLE;V;21;;;;;MADRID;MADRID;28003;5;RIOS ROSAS;7;CHAMBERI;440603;4477062;4.044.207.963.042.670;-37.003.900.716.027.700;910 676 602 / 910 676 301;;gabinete.comunicacion.minasyenergia@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6375;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros de Telecomunicación;;;;Bus: 82, F, G, U  Metro: Ciudad Universitaria (línea 6);Estudios de grado   Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación Grado en Ingeniería Biomédica Grado en Ingeniería y Sistemas de Datos   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdad578b9671c010VgnVCM1000000b205a0aRCRD;COMPLUTENSE;AVENIDA;V;30;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438347;4478292;4.045.299.571.351.180;-37.271.090.498.334.700;910 671 900;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6380;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía;;;;Metro: Sierra de Guadalupe (línea 1)  Bus: 63, 145, E, 54, 58, 103, 142, 143  Cercanías: Vallecas  (C1, C2, C7A);Estudios de grado    Grado en Ingeniería Geomática Grado en Ingeniería de las Tecnologías de la Información Geoespacial Grado en Ingeniería Geomática y Topografía   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75ed578b9671c010VgnVCM1000000b205a0aRCRD;ARBOLEDA;CALLE;V;0;;;;CARRETERA DE VALENCIA, KM 7;MADRID;MADRID;28031;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;446954;4470889;40.385.027.135.121.800;-36.262.590.221.140.500;913 367 916;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6427;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros Industriales;;;;Metro: Gregorio Marañón (líneas 7, 10)  Bus: 12, 45, 7, 14, 27, 40, 147, 150  Bicimad: Estación 139 (calle José Gutiérrez Abascal, 2);Estudios de grado    Grado en Ingeniería en Tecnologías Industriales Grado en Ingeniería de Organización Grado en Ingeniería Química   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e3d578b9671c010VgnVCM1000000b205a0aRCRD;JOSE GUTIERREZ ABASCAL;CALLE;V;2;;;;;MADRID;MADRID;28006;1;EL VISO;5;CHAMARTIN;441469;4476872;4.044.043.851.541.710;-36.901.501.583.800.500;910 676 700;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6423;Universidad Politécnica de Madrid. Escuela Técnica Superior de Ingenieros Navales;;;;Metro: Moncloa (líneas 3, 6), Ciudad Universitaria (línea 6)  Bus: 46, 82, 83, 132, 133, 160, 161, 162, G, U;Estudios de grado   Grado en Arquitectura Naval Grado en Ingeniería Marítima   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=491d578b9671c010VgnVCM1000000b205a0aRCRD;DE LA MEMORIA;AVENIDA;V;4;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438559;4476714;4.043.880.526.313.060;-37.244.447.026.654.000;913 367 140;;informacionyservicios.navales@upm.es;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6446;Universidad Politécnica de Madrid. Facultad de Ciencias de la Actividad Física y del Deporte (INEF);;;;Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)  Bus: 46, U;Estudios de grado   Grado en Ciencias de la Actividad Física y el Deporte   Titulaciones de postgrado;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08fd578b9671c010VgnVCM1000000b205a0aRCRD;MARTIN FIERRO;CALLE;V;7;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;437870;4476654;4.043.821.356.803.680;-37.325.621.396.065.900;910 677 850;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6429;Universidad Pontificia Comillas. Escuela Técnica Superior de Ingeniería;;;Titulaciones:   Doble grado en Ingeniería de Tecnologías de Telecomunicación y Análisis de negocios Doble grado en Ingeniería de Tecnologías industriales y Administración y Dirección de empresas Grado en Ingeniería en Tecnologías de Telecomunicación Grado en Ingeniería en Tecnologías Industriales Grado en Ingeniería Matemática e Inteligencia Artificial Másteres y postgrados;"Metro: Arg&amp;uuml;elles (líneas 3, 4, 6), San Bernardo (líneas 2, 4).  Bus: 21, C03, 2, 002.  Bicimad: Estación 57 (Calle Santa Cruz del Marcenado, 24).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=424e578b9671c010VgnVCM1000000b205a0aRCRD;ALBERTO AGUILERA;CALLE;V;25;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439547;4475743;40.430.121.484.779.400;-37.127.036.955.459.500;915 422 800;;;/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias; ;
6346;Universidad Pontificia Comillas. Facultad de Ciencias Humanas y Sociales;;;Titulaciones:   Bachiller Eclesiástico en Filosofía Doble grado en Ciencias de la Actividad Física y del Deporte y Educación Primaria Doble grado en Criminología y Trabajo social Doble grado en Educación infantil y Educación primaria Doble grado en Filosofía y Filosofía, Política y Economía Doble grado en Psicología y Criminología Doble grado en Psicología y Administración y Dirección de Empresas Doble grado en Relaciones internacionales y Comunicación internacional Doble grado en Traducción e Interpretación y Comunicación internacional Grado en Ciencias de la actividad física y el deporte Grado en Comunicación internacional Grado en Criminología Grado en Educación infantil Grado en Educación primaria Grado en Filosofía Grado en Filosofía, Política y Economía Grado en Psicología Grado en Relaciones Internacionales Grado en Trabajo social Grado en Traducción e Interpretación Postgrados y doctorados;Cercanías Renfe: Universidad Pontificia Comillas (Línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=676e578b9671c010VgnVCM1000000b205a0aRCRD;UNIVERSIDAD DE COMILLAS;CALLE;V;3;;;;y 5;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;442188;4489264;40.552.125.920.224.700;-3.682.802.161.256.000;915 422 800;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6349;Universidad Pontificia Comillas. Facultad de Derecho Canónico;;Titulaciones:  Grado en Teología Postgrados y doctorados;;"Metro: Arg&amp;uuml;elles (líneas 3, 4, 6), San Bernardo (líneas 2, 4).  Bus: 21, C03, 2, 002.  Bicimad: Estación 57 (Calle Santa Cruz del Marcenado, 24).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c8e578b9671c010VgnVCM1000000b205a0aRCRD;ALBERTO AGUILERA;CALLE;V;23;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439748;4475714;40.429.883.831.913.600;-37.103.315.481.798.400;915 422 800;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6348;Universidad Pontificia Comillas. Facultad de Teología;;;Titulaciones:   Grado en Teología Másteres y posgrados;Cercanías Renfe: Universidad Pontificia Comillas (Línea C4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f9e578b9671c010VgnVCM1000000b205a0aRCRD;UNIVERSIDAD DE COMILLAS;CALLE;V;3;;;;y 5;MADRID;MADRID;28049;8;EL GOLOSO;8;FUENCARRAL-EL PARDO;442188;4489264;40.552.125.920.224.700;-3.682.802.161.256.000;915 422 800;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
11392787;Universidad Pontificia de Comillas. Facultad de Ciencias Económicas y Empresariales;;;Titulaciones. Grados y dobles grados, postgrados y doctorados en las siguientes áreas:   Empresarial Jurídica Ingeniería Social y Humanística Sanitaria Teología y Canónico;"Metro: Arg&amp;uuml;elles (líneas 3, 4, 6), San Bernardo (líneas 2, 4).  Bus: 21, C03, 2, 002.  Bicimad: Estación 57 (Calle Santa Cruz del Marcenado, 24).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=862c3b563a979710VgnVCM1000001d4a900aRCRD;ALBERTO AGUILERA;CALLE;V;23;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439669;4475725;4.042.996.811.780.780;-3.711.275.575.912.570;915 422 800;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
6345;Universidad Pontificia de Comillas. Facultad de Derecho;;;Titulaciones:   Doble Grado en Administración y Dirección de Empresas y Derecho. Doble Grado en Análisis de Negocios / Business Analytics y Derecho. Doble Grado en Derecho y en Filosofía, Política y Economía. Doble Grado en Derecho y Relaciones Internacionales. Grado en Derecho. Postgrados y doctorados.;"Metro: Arg&amp;uuml;elles (líneas 3, 4, 6), San Bernardo (líneas 2, 4).  Bus: 21, C03, 2, 002.  Bicimad: Estación 57 (Calle Santa Cruz del Marcenado, 24).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f97e578b9671c010VgnVCM1000000b205a0aRCRD;ALBERTO AGUILERA;CALLE;V;23;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439669;4475725;4.042.996.811.780.780;-3.711.275.575.912.570;915 422 800;;;/contenido/entidadesYorganismos/Universidades/Facultades; ;
4961029;Universidad Pontificia de Salamanca. Facultad de Enfermería y Fisioterapia;;;Titulaciones:   Grado en Enfermería Grado en Fisioterapia;"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6).  Bus: 001, 1, 133, 138, 44, C1, 21, C2, C03, 002.  Bicimad: Estaciones 123 (calle Guzmán el Bueno, 1), 111a (calle Arcipreste de Hita, 12).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b854a220362b110VgnVCM2000000c205a0aRCRD;GAZTAMBIDE;CALLE;V;12;;;;;MADRID;MADRID;28015;1;GAZTAMBIDE;7;CHAMBERI;439303;4475960;404.320.681.305;-37.155.984.461.035.700;910 053 661;;;/contenido/entidadesYorganismos/Universidades; ;
